ID,Airline,PeakTime,Destination,Purpose,Transportation,Problem,Satisfaction,NetPromoter,NPS,Food,Store,Restroom,Safety,Cleanliness,Gender,Age,Income,FreqFlyer,MemberPremiumClear,Language
1353,UNITED INTL,International,Asia,Business,BART,NA,3,3,Detractors,2,NA,1,3,2,Male,35-44,"$100,001-$150,000",No,No,English
1354,UNITED INTL,International,Asia,Vacation,Limo,NA,5,10,Promoters,NA,NA,4,4,5,Female,55-64,"less than $50,000",No,No,English
1356,UNITED INTL,International,Asia,Vacation,Connect from another flight,SIGNAGE LACKING ARROWS SOMETIMES- IS UNCLEAR WHERE TO GO.,4,5,Detractors,NA,3,5,4,5,Female,45-54,NA,No,No,English
1357,UNITED INTL,International,Asia,Vacation,Connect from another flight,NA,5,10,Promoters,4,4,5,5,5,Female,55-64,"less than $50,000",No,No,English
1359,UNITED INTL,International,Asia,Visit friends,Connect from another flight,NA,4,8,Passives,4,4,4,5,4,Female,55-64,"$50,000-$100,000",No,NA,English
1360,UNITED INTL,International,Europe,Vacation,Drove,NA,4,8,Passives,3,NA,3,4,3,Female,65 and over,"less than $50,000",Yes,No,Chinese
1361,UNITED INTL,International,Asia,Vacation,Dropped off,NA,4,9,Promoters,4,4,4,4,4,Female,65 and over,NA,NA,No,English
1363,UNITED INTL,International,Europe,Vacation,Connect from another flight,NA,4,8,Passives,4,NA,4,5,4,Female,55-64,"$50,000-$100,000",No,No,English
1364,UNITED INTL,International,Asia,Business,Connect from another flight,NA,4,9,Promoters,4,5,4,5,5,Male,25-34,"$50,000-$100,000",No,No,English
1365,UNITED INTL,International,Europe,Vacation,Connect from another flight,NA,4,8,Passives,4,NA,3,4,4,Male,65 and over,"$50,000-$100,000",No,No,English
1366,UNITED INTL,International,Asia,Vacation,Hotel Shuttle,NA,4,9,Promoters,4,4,5,5,5,Male,55-64,"$150,000 or higher",No,No,English
1368,UNITED INTL,International,Europe,Vacation,Dropped off,NA,4,10,Promoters,5,3,4,3,5,Female,45-54,"$150,000 or higher",No,No,English
1369,UNITED INTL,International,Asia,Vacation,Connect from another flight,NA,3,5,Detractors,3,3,3,4,3,Female,25-34,"$50,000-$100,000",NA,No,English
1370,UNITED INTL,International,Europe,Visit friends,Connect from another flight,NA,4,8,Passives,3,NA,5,5,4,Male,25-34,"less than $50,000",No,No,English
1372,UNITED INTL,International,Europe,Vacation,Connect from another flight,NA,4,9,Promoters,4,NA,2,5,4,Female,35-44,"$50,000-$100,000",No,No,English
1373,UNITED INTL,International,Asia,Vacation,BART,NA,4,9,Promoters,4,4,5,5,5,Female,65 and over,"less than $50,000",No,No,Chinese
1375,UNITED INTL,International,Europe,Vacation,Connect from another flight,NA,5,9,Promoters,4,NA,5,5,5,Female,45-54,"$150,000 or higher",No,No,English
1376,UNITED INTL,International,Asia,Visit friends,Connect from another flight,THE SIGNS AND DIRECTIONS ARE NOT CLEAR / COMPLETE,4,5,Detractors,3,3,2,4,4,Female,55-64,"less than $50,000",No,No,Chinese
1377,UNITED INTL,International,Europe,Visit friends,Dropped off,NA,3,7,Passives,2,2,4,4,4,Male,25-34,NA,No,No,English
1379,UNITED INTL,International,Asia,Visit friends,Connect from another flight,NA,5,11,NA,5,NA,4,4,5,Female,55-64,NA,No,No,Chinese
1380,UNITED INTL,International,Europe,Vacation,Dropped off,NA,NA,8,Passives,4,4,3,4,NA,Female,35-44,"$50,000-$100,000",No,No,English
1381,UNITED INTL,International,Asia,Vacation,Dropped off,NA,3,9,Promoters,NA,NA,4,4,4,Female,45-54,"$50,000-$100,000",No,NA,Chinese
1382,UNITED INTL,International,Europe,Visit friends,Dropped off,"HEAVY BAG AND NO AVAILABLE HELP. GATE WAS CHANGED TWICE, ANS IT WAS DIFFICULT CARRYING THE HEAVY BAG.",4,9,Promoters,3,4,3,5,4,Female,18-24,"less than $50,000",No,No,English
1383,UNITED INTL,International,Asia,Wedding/funeral/graduation,Uber/Lyft,NA,3,5,Detractors,3,3,3,5,3,NA,18-24,"$150,000 or higher",NA,No,Chinese
1384,UNITED INTL,International,Europe,Vacation,Airport Bus,NA,4,10,Promoters,4,4,4,5,4,Female,65 and over,"$100,001-$150,000",No,No,English
1385,UNITED INTL,International,Asia,Business,Connect from another flight,NA,5,10,Promoters,5,5,5,5,5,Female,18-24,"less than $50,000",No,No,Chinese
1386,UNITED INTL,International,Asia,Conference,Van,NA,5,10,Promoters,5,5,4,5,5,Male,18-24,"less than $50,000",No,No,Chinese
1387,UNITED INTL,International,Europe,Vacation,Connect from another flight,NA,4,7,Passives,5,5,5,3,5,Male,25-34,"$100,001-$150,000",No,No,English
1389,UNITED INTL,International,Asia,Business,Connect from another flight,NA,5,9,Promoters,5,NA,5,5,5,Female,25-34,"less than $50,000",No,No,Chinese
1390,UNITED INTL,International,Europe,Vacation,Connect from another flight,NA,5,9,Promoters,4,3,4,5,5,Female,18-24,"less than $50,000",NA,No,English
1391,UNITED INTL,International,Asia,Visit friends,Connect from another flight,NA,5,10,Promoters,NA,NA,4,5,5,Male,18-24,NA,No,No,English
1393,UNITED INTL,International,Asia,Business,Connect from another flight,I WAS LOOKING GATE 96 AT THE UPPER FLOOR WHILE LATER I REALIZED TO COME DOWNSTAIRS,4,9,Promoters,5,4,4,5,4,Male,25-34,Other Currency,NA,No,English
1394,UNITED INTL,International,Europe,Vacation,Rental Car,NA,4,9,Promoters,3,3,4,4,4,Male,65 and over,"$100,001-$150,000",No,No,English
1396,UNITED INTL,International,Asia,School event,Connect from another flight,NA,3,8,Passives,2,4,4,5,4,Female,25-34,"$50,000-$100,000",No,No,English
1397,UNITED INTL,International,Europe,Vacation,Rental Car,NA,NA,10,Promoters,3,NA,4,5,4,Female,65 and over,NA,No,No,English
1398,UNITED INTL,International,Asia,Vacation,Connect from another flight,NA,3,8,Passives,4,3,5,5,5,Male,35-44,NA,No,No,English
1399,UNITED INTL,International,Europe,Vacation,Drove,NA,4,9,Promoters,4,4,3,5,4,Female,55-64,"$100,001-$150,000",No,No,English
1401,UNITED INTL,International,Europe,Vacation,Uber/Lyft,NA,5,10,Promoters,5,5,5,5,5,Female,65 and over,"$150,000 or higher",Yes,No,English
1402,UNITED INTL,International,Europe,Vacation,Uber/Lyft,NA,NA,9,Promoters,4,4,5,4,4,Male,65 and over,"$100,001-$150,000",No,No,English
1404,UNITED INTL,International,Europe,Vacation,Connect from another flight,GATE CHANGE.,NA,5,Detractors,2,2,NA,5,NA,Male,65 and over,"$100,001-$150,000",No,No,English
1405,UNITED,Domestic Peak,U.S. Midwest,Vacation,BART,NA,4,11,NA,4,3,3,5,4,NA,NA,NA,No,No,English
1407,UNITED,Domestic Peak,U.S. West,Vacation,Uber/Lyft,NA,4,10,Promoters,3,3,5,5,5,Female,45-54,"$150,000 or higher",Yes,No,Spanish
1408,UNITED,Domestic Peak,U.S. Midwest,School event,Hotel Shuttle,JUNK LEFT IN SECURITY TOTES,4,9,Promoters,NA,NA,5,4,4,Male,18-24,"less than $50,000",No,No,English
1409,UNITED,Domestic Peak,U.S. Midwest,Business,Dropped off,NA,4,10,Promoters,3,3,4,4,4,Male,55-64,"$150,000 or higher",No,No,English
1411,UNITED,Domestic Peak,U.S. West,Vacation,Connect from another flight,NA,5,11,NA,4,4,5,5,5,NA,NA,NA,NA,NA,Chinese
1412,UNITED,Domestic Peak,U.S. Midwest,Business,Connect from another flight,NA,3,6,Detractors,2,2,2,4,3,Female,35-44,"$150,000 or higher",Yes,No,English
1413,UNITED,Domestic Peak,U.S. West,Vacation,Hotel Shuttle,NA,4,10,Promoters,4,4,3,4,3,Male,45-54,"$150,000 or higher",Yes,NA,English
1414,UNITED,Domestic Peak,U.S. Midwest,Business,Dropped off,EXTREMELY LONG LINES,4,5,Detractors,4,4,2,3,3,Female,45-54,"$50,000-$100,000",No,No,English
1416,UNITED,Domestic Peak,U.S. West,Visit friends,Connect from another flight,NA,3,2,Detractors,4,4,3,3,4,Female,18-24,"less than $50,000",NA,No,English
1417,UNITED,Domestic Peak,U.S. Midwest,Visit friends,Connect from another flight,NA,NA,9,Promoters,3,3,4,3,4,Female,55-64,"$150,000 or higher",No,No,English
1418,UNITED,Domestic Peak,U.S. West,Business,Connect from another flight,NA,4,7,Passives,3,3,NA,4,4,Female,25-34,"$150,000 or higher",Yes,No,English
1419,UNITED,Domestic Peak,U.S. Midwest,Vacation,Dropped off,NA,4,10,Promoters,5,5,3,4,3,Female,55-64,"$100,001-$150,000",No,No,English
1421,UNITED,Domestic Peak,U.S. West,Business,Uber/Lyft,NA,4,8,Passives,3,5,5,4,5,Male,25-34,"$100,001-$150,000",No,No,English
1423,UNITED,Domestic Peak,U.S. Midwest,Vacation,Uber/Lyft,NA,4,8,Passives,4,4,4,5,4,Female,25-34,"$50,000-$100,000",No,No,English
1425,UNITED,Domestic Peak,U.S. West,Business,Connect from another flight,NA,NA,10,Promoters,5,5,4,5,4,Male,25-34,"$50,000-$100,000",No,NA,English
1427,UNITED,Domestic Peak,U.S. Midwest,School event,Connect from another flight,NA,3,8,Passives,3,3,3,4,3,Male,35-44,"$100,001-$150,000",No,No,English
1428,UNITED,Domestic Peak,U.S. West,Business,Dropped off,NO WHERE TO SIT.,2,1,Detractors,3,2,NA,3,2,NA,55-64,NA,NA,No,English
1429,UNITED,Domestic Peak,U.S. Midwest,Business,Taxi,NA,4,10,Promoters,3,3,NA,5,4,Male,45-54,"$50,000-$100,000",No,No,English
1430,UNITED,Domestic Peak,U.S. West,Business,BART,NO TSA PRE-CHECK SIGN BY SECURITY ACCESS. ONLY A CLEAR SIGN.,5,10,Promoters,5,5,5,4,5,Male,45-54,"$100,001-$150,000",No,No,English
1431,FRONTIER,Domestic Offpeak,U.S. West,Vacation,Dropped off,NA,5,11,NA,5,5,5,5,5,Male,65 and over,NA,NA,NA,English
1432,UNITED,Domestic Peak,U.S. West,Business,Uber/Lyft,NA,NA,8,Passives,3,4,NA,NA,NA,Male,25-34,"$150,000 or higher",Yes,No,English
1433,UNITED,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,4,8,Passives,4,4,NA,5,4,Male,65 and over,NA,Yes,No,English
1434,FRONTIER,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,4,8,Passives,NA,NA,NA,1,5,Male,35-44,"$150,000 or higher",No,No,English
1435,UNITED,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,5,10,Promoters,5,5,5,5,5,Male,18-24,"$150,000 or higher",No,No,English
1436,UNITED,Domestic Peak,U.S. West,Business,Connect from another flight,NA,4,8,Passives,NA,NA,4,3,NA,Male,35-44,"$150,000 or higher",No,No,English
1437,UNITED,Domestic Peak,U.S. West,Business,Taxi,NA,4,9,Promoters,4,4,4,5,4,Female,35-44,"$150,000 or higher",No,No,English
1438,UNITED,Domestic Offpeak,U.S. West,Vacation,Uber/Lyft,NA,4,8,Passives,4,4,3,5,4,Female,65 and over,"$150,000 or higher",No,No,English
1439,FRONTIER,Domestic Offpeak,U.S. West,Business,Drove,NA,4,8,Passives,NA,4,4,4,4,Male,25-34,"$50,000-$100,000",No,No,English
1440,UNITED,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,3,5,Detractors,2,3,3,5,4,Male,25-34,"$50,000-$100,000",No,No,English
1441,UNITED,Domestic Peak,U.S. West,Vacation,Connect from another flight,NA,3,2,Detractors,3,3,4,5,4,Male,35-44,"$150,000 or higher",No,No,English
1442,UNITED,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,3,5,Detractors,3,3,3,5,3,Male,55-64,"$150,000 or higher",No,No,English
1443,FRONTIER,Domestic Offpeak,U.S. West,Vacation,Uber/Lyft,NA,5,10,Promoters,NA,4,5,5,5,Male,18-24,"$50,000-$100,000",No,No,English
1444,UNITED,Domestic Peak,U.S. West,Vacation,Uber/Lyft,NA,NA,10,Promoters,5,5,5,5,5,Male,35-44,NA,No,No,English
1445,UNITED,Domestic Offpeak,U.S. West,Vacation,Hotel Shuttle,NA,4,7,Passives,4,4,5,5,5,Male,25-34,"less than $50,000",No,No,English
1446,UNITED,Domestic Peak,U.S. West,Vacation,Uber/Lyft,NA,4,10,Promoters,3,4,4,4,4,Female,55-64,NA,No,No,English
1447,FRONTIER,Domestic Offpeak,U.S. West,Vacation,Van,WENT TO WRONG SECURITY LINE AND HAD TO GO DIFFEENT ONE,3,10,Promoters,3,3,NA,4,5,Female,18-24,"$100,001-$150,000",No,NA,English
1448,UNITED,Domestic Offpeak,U.S. West,Visit friends,Airport Bus,NA,5,10,Promoters,4,4,5,4,4,Female,65 and over,"less than $50,000",No,No,English
1449,UNITED,Domestic Peak,U.S. West,Vacation,BART,NA,5,10,Promoters,4,4,5,5,5,Female,25-34,"less than $50,000",Yes,No,English
1450,UNITED,Domestic Peak,U.S. West,Business,Taxi,NA,5,10,Promoters,5,5,5,5,5,Female,35-44,"$100,001-$150,000",No,No,English
1452,UNITED,Domestic Peak,U.S. West,Business,Drove,NA,5,10,Promoters,5,3,5,5,5,Female,65 and over,"$100,001-$150,000",No,NA,English
1453,UNITED,Domestic Offpeak,U.S. West,Vacation,Rental Car,MISSED FLIGHT,4,11,NA,5,5,5,5,5,NA,NA,NA,NA,NA,English
1454,UNITED,Domestic Peak,U.S. West,Vacation,Hotel Shuttle,NA,5,8,Passives,5,5,5,5,5,Female,35-44,NA,No,NA,English
1455,UNITED,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,4,7,Passives,4,3,3,5,3,Female,35-44,"$50,000-$100,000",No,No,English
1456,ALASKA,Domestic Offpeak,U.S. East,Vacation,Dropped off,NA,5,9,Promoters,5,NA,4,5,5,Male,25-34,"$150,000 or higher",No,No,English
1457,UNITED,Domestic Offpeak,U.S. West,Business,Connect from another flight,NA,4,8,Passives,3,3,5,5,5,Male,25-34,"$150,000 or higher",No,No,English
1458,FRONTIER,Domestic Offpeak,U.S. West,Vacation,Uber/Lyft,NA,4,8,Passives,4,3,5,4,5,Female,45-54,NA,No,No,English
1459,UNITED,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,5,5,Detractors,NA,NA,5,3,5,Female,35-44,"$100,001-$150,000",No,No,English
1460,UNITED,Domestic Offpeak,U.S. West,Visit friends,Connect from another flight,NA,3,7,Passives,2,2,3,4,3,Female,25-34,"$50,000-$100,000",No,No,English
1461,ALASKA,Domestic Offpeak,U.S. East,Business,Uber/Lyft,NA,3,6,Detractors,4,4,3,4,3,Female,25-34,NA,No,No,English
1462,FRONTIER,Domestic Offpeak,U.S. West,Vacation,Hotel Shuttle,AIRLINE EMPLOYEES NO HE WHEN I WAS SUPPOSED TO BE HERE,5,10,Promoters,NA,NA,NA,5,5,Female,55-64,"$100,001-$150,000",No,No,English
1463,ALASKA,Domestic Offpeak,U.S. East,Vacation,Dropped off,NA,5,9,Promoters,4,3,5,5,5,Female,25-34,"$50,000-$100,000",NA,No,English
1464,ALASKA,Domestic Offpeak,U.S. East,Visit friends,Dropped off,NA,5,8,Passives,4,5,5,4,5,Female,18-24,NA,No,No,English
1465,FRONTIER,Domestic Offpeak,U.S. West,Vacation,Uber/Lyft,NA,5,9,Promoters,3,3,5,3,5,Female,18-24,"less than $50,000",No,No,English
1466,ALASKA,Domestic Offpeak,U.S. East,Vacation,Connect from another flight,NA,4,10,Promoters,3,3,4,5,5,Female,35-44,"$50,000-$100,000",No,NA,English
1467,ALASKA,Domestic Offpeak,U.S. East,Business,Uber/Lyft,NA,5,9,Promoters,2,5,5,5,5,Male,25-34,"$100,001-$150,000",No,No,English
1468,AVIANCA,International,Central/South America,Vacation,Drove,NA,4,8,Passives,4,4,3,4,4,Female,35-44,"$150,000 or higher",No,No,English
1469,ALASKA,Domestic Offpeak,U.S. East,Visit friends,Dropped off,NA,4,10,Promoters,3,3,4,5,4,Female,25-34,"less than $50,000",No,No,English
1470,AVIANCA,International,Central/South America,Visit friends,Dropped off,NA,NA,10,Promoters,NA,NA,5,5,5,Female,55-64,"$50,000-$100,000",NA,No,Spanish
1471,AVIANCA,International,Central/South America,Vacation,Dropped off,NA,NA,7,Passives,NA,NA,5,5,5,Female,65 and over,NA,No,No,Spanish
1472,ALASKA,Domestic Offpeak,U.S. East,Visit friends,Dropped off,NA,4,8,Passives,3,4,3,5,4,Male,18-24,"$50,000-$100,000",NA,No,English
1473,AVIANCA,International,Central/South America,Vacation,Dropped off,NA,4,8,Passives,4,3,4,3,4,Female,25-34,"less than $50,000",No,No,Spanish
1474,ALASKA,Domestic Offpeak,U.S. East,Vacation,Drove,NA,5,10,Promoters,4,5,4,5,5,Female,18-24,NA,No,No,English
1475,ALASKA,Domestic Offpeak,U.S. East,Vacation,Rental Car,NA,4,9,Promoters,4,4,3,3,4,Female,25-34,"less than $50,000",No,No,English
1476,ALASKA,Domestic Offpeak,U.S. East,Visit friends,Connect from another flight,NA,5,8,Passives,4,3,4,4,5,Female,18-24,"less than $50,000",NA,No,English
1477,AVIANCA,International,Central/South America,Visit friends,Dropped off,NA,5,10,Promoters,4,4,5,5,5,Male,65 and over,"$50,000-$100,000",No,No,Spanish
1478,ALASKA,Domestic Offpeak,U.S. East,Vacation,Connect from another flight,NA,3,4,Detractors,3,NA,3,3,3,NA,18-24,"$100,001-$150,000",NA,NA,English
1479,AVIANCA,International,Central/South America,Visit friends,Dropped off,NA,5,10,Promoters,3,4,5,5,5,Female,35-44,"$50,000-$100,000",No,No,Spanish
1480,ALASKA,Domestic Offpeak,U.S. East,Vacation,Dropped off,NA,4,7,Passives,3,4,NA,4,4,Male,35-44,"less than $50,000",No,No,Chinese
1481,AVIANCA,International,Central/South America,Visit friends,Dropped off,NA,5,10,Promoters,3,3,5,5,5,Female,55-64,"less than $50,000",No,No,Spanish
1482,FRONTIER,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,4,10,Promoters,5,5,4,5,4,Female,18-24,"less than $50,000",Yes,No,English
1483,AVIANCA,International,Central/South America,Visit friends,Dropped off,NA,5,10,Promoters,3,3,5,5,5,Female,65 and over,"$50,000-$100,000",No,No,Spanish
1484,FRONTIER,Domestic Offpeak,U.S. West,Vacation,Dropped off,NA,4,10,Promoters,4,4,4,5,4,Female,45-54,"$150,000 or higher",Yes,NA,English
1485,HAWAIIAN AIR,Domestic Peak,U.S. West,Wedding/funeral/graduation,Hotel Shuttle,MISSED OUR FLIGHT,NA,11,NA,4,4,5,5,5,Male,25-34,"$100,001-$150,000",No,No,English
1486,FRONTIER,Domestic Offpeak,U.S. West,Visit friends,BART,NA,3,7,Passives,NA,NA,3,4,4,Male,18-24,"less than $50,000",No,NA,English
1487,HAWAIIAN AIR,Domestic Peak,U.S. West,Vacation,Dropped off,NA,4,8,Passives,4,4,NA,5,5,Female,65 and over,"$100,001-$150,000",No,NA,English
1488,FRONTIER,Domestic Offpeak,U.S. West,Vacation,Drove,NA,4,7,Passives,NA,NA,5,4,5,Female,45-54,"$50,000-$100,000",Yes,NA,English
1489,HAWAIIAN AIR,Domestic Peak,U.S. West,Vacation,BART,NA,4,9,Promoters,4,4,3,5,4,Male,45-54,"$100,001-$150,000",NA,No,English
1490,FRONTIER,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,NA,10,Promoters,NA,3,5,3,5,Male,45-54,"$100,001-$150,000",No,No,English
1491,HAWAIIAN AIR,Domestic Peak,U.S. West,Vacation,Hotel Shuttle,NA,5,9,Promoters,5,4,4,4,4,Female,35-44,"$100,001-$150,000",Yes,No,English
1492,FRONTIER,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,5,11,NA,5,5,5,NA,5,Female,45-54,"$50,000-$100,000",No,No,English
1493,FRONTIER,Domestic Offpeak,U.S. West,Vacation,Airport Bus,NA,5,10,Promoters,NA,NA,5,NA,5,NA,18-24,"less than $50,000",NA,No,English
1494,HAWAIIAN AIR,Domestic Peak,U.S. West,Vacation,Hotel Shuttle,NA,4,9,Promoters,4,4,5,5,4,Female,65 and over,"$50,000-$100,000",NA,NA,English
1495,FRONTIER,Domestic Offpeak,U.S. West,Vacation,Rental Car,NA,3,6,Detractors,3,2,4,3,4,Male,25-34,"less than $50,000",No,No,English
1496,HAWAIIAN AIR,Domestic Peak,U.S. West,Vacation,Hotel Shuttle,NA,5,9,Promoters,4,NA,5,4,5,Male,65 and over,NA,No,No,English
1497,FRONTIER,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,4,6,Detractors,4,4,3,4,4,Female,35-44,NA,No,No,English
1498,HAWAIIAN AIR,Domestic Peak,U.S. West,Vacation,Hotel Shuttle,NA,3,8,Passives,3,3,4,3,3,Female,65 and over,NA,No,No,English
1499,FRONTIER,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,5,10,Promoters,5,5,5,5,5,Female,18-24,"less than $50,000",No,No,English
1500,DELTA,Domestic Peak,U.S. West,Business,Uber/Lyft,NA,3,7,Passives,3,3,4,3,4,Female,35-44,"$50,000-$100,000",No,No,English
1501,HAWAIIAN AIR,Domestic Peak,U.S. West,Other,Hotel Shuttle,NA,3,8,Passives,2,2,4,4,4,Female,55-64,NA,No,No,English
1502,HAWAIIAN AIR,Domestic Peak,U.S. West,Visit friends,Uber/Lyft,NA,4,8,Passives,2,NA,2,4,3,Female,35-44,"$150,000 or higher",No,No,English
1503,HAWAIIAN AIR,Domestic Peak,U.S. West,Visit friends,Drove,NA,3,8,Passives,3,3,NA,3,NA,Female,18-24,"$100,001-$150,000",No,No,English
1504,DELTA,Domestic Peak,U.S. West,Vacation,Limo,NA,4,8,Passives,3,NA,4,5,4,Male,65 and over,NA,No,No,English
1505,HAWAIIAN AIR,Domestic Peak,U.S. West,Vacation,Dropped off,NA,NA,10,Promoters,NA,NA,4,NA,5,Male,65 and over,NA,No,No,English
1506,HAWAIIAN AIR,Domestic Peak,U.S. West,Vacation,Uber/Lyft,NA,5,10,Promoters,5,5,5,5,5,Male,NA,"$50,000-$100,000",No,No,English
1507,DELTA,Domestic Peak,U.S. West,Vacation,Uber/Lyft,NA,4,8,Passives,3,4,NA,5,5,Male,25-34,"$100,001-$150,000",No,No,English
1508,HAWAIIAN AIR,Domestic Peak,U.S. West,Vacation,Dropped off,NA,3,7,Passives,2,3,5,4,4,Female,45-54,"$150,000 or higher",No,No,English
1509,DELTA,Domestic Peak,U.S. West,Vacation,BART,JUST THE AIRTRAIN.,3,10,Promoters,3,4,5,5,5,Female,18-24,"$100,001-$150,000",No,No,English
1510,HAWAIIAN AIR,Domestic Peak,U.S. West,Vacation,Dropped off,NA,3,7,Passives,NA,2,4,5,4,Female,45-54,"$50,000-$100,000",No,No,English
1511,HAWAIIAN AIR,Domestic Peak,U.S. West,Vacation,Uber/Lyft,NA,4,8,Passives,5,4,5,5,5,Female,55-64,NA,No,No,English
1512,DELTA,Domestic Peak,U.S. West,Visit friends,Dropped off,NA,3,9,Promoters,NA,4,4,5,3,Female,65 and over,NA,No,No,English
1513,DELTA,Domestic Peak,U.S. West,Vacation,Taxi,NA,4,10,Promoters,4,3,5,4,4,Male,55-64,"$50,000-$100,000",No,No,English
1514,INTERJET,International,North America,Visit friends,Dropped off,NA,4,7,Passives,4,4,5,5,4,Female,25-34,"$50,000-$100,000",No,No,Spanish
1515,DELTA,Domestic Peak,U.S. West,Vacation,BART,NA,4,5,Detractors,3,3,5,5,5,Male,25-34,"$100,001-$150,000",No,No,English
1516,INTERJET,International,North America,Business,Dropped off,NA,4,7,Passives,3,NA,5,5,5,Male,45-54,"$150,000 or higher",No,Yes,Spanish
1517,DELTA,Domestic Peak,U.S. West,Visit friends,Hotel Shuttle,NA,4,10,Promoters,4,4,3,5,4,Female,55-64,"$50,000-$100,000",Yes,No,English
1518,INTERJET,International,North America,NA,Dropped off,NA,NA,11,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,Spanish
1519,DELTA,Domestic Peak,U.S. West,Conference,Uber/Lyft,NA,4,9,Promoters,2,4,5,5,4,Female,35-44,"$150,000 or higher",No,No,English
1520,INTERJET,International,North America,Vacation,Dropped off,NA,4,6,Detractors,3,2,5,3,5,Male,55-64,NA,NA,No,Spanish
1521,DELTA,Domestic Peak,U.S. West,Visit friends,BART,NA,5,11,NA,5,4,5,5,5,Female,45-54,NA,NA,No,Spanish
1522,INTERJET,International,North America,Vacation,Dropped off,NA,4,9,Promoters,4,4,5,4,5,Female,35-44,"$50,000-$100,000",NA,No,English
1523,JETBLUE,Domestic Peak,U.S. East,Visit friends,Uber/Lyft,NA,4,9,Promoters,4,4,4,5,4,Female,55-64,"$100,001-$150,000",No,NA,English
1524,DELTA,Domestic Peak,U.S. West,Vacation,Van,NA,4,8,Passives,NA,3,NA,4,4,Female,25-34,"$50,000-$100,000",No,No,Spanish
1525,ALASKA,Domestic Offpeak,U.S. West,Vacation,Hotel Shuttle,NA,5,10,Promoters,5,5,5,5,3,Female,25-34,"$50,000-$100,000",No,No,English
1526,JETBLUE,Domestic Peak,U.S. East,Visit friends,Uber/Lyft,NA,3,8,Passives,3,3,4,4,4,Female,65 and over,"$150,000 or higher",No,No,English
1527,ALASKA,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,4,7,Passives,3,3,3,4,3,Female,55-64,"$50,000-$100,000",Yes,Yes,English
1528,JETBLUE,Domestic Peak,U.S. East,Visit friends,Uber/Lyft,NO BAGS FOR TO GO FOOD AT GOTTS,3,10,Promoters,2,3,3,5,3,Male,65 and over,"$100,001-$150,000",No,NA,English
