ID,Airline,PeakTime,Destination,Purpose,Transportation,Problem,Satisfaction,NetPromoter,NPS,Food,Store,Restroom,Safety,Cleanliness,Gender,Age,Income,FreqFlyer,MemberPremiumClear,Language
1837,TURKISH AIRLINES,International,Middle East,Visit friends,Uber/Lyft,NA,4,8,Passives,4,4,4,4,4,Female,18-24,"$100,001-$150,000",NA,No,English
1838,TURKISH AIRLINES,International,Middle East,Business,BART,NA,4,8,Passives,3,3,3,5,4,Male,25-34,"$50,000-$100,000",No,No,English
1839,ALASKA,Domestic Offpeak,U.S. East,Business,Connect from another flight,COULD NOT FIND ADMIRALS CLUB (AND MONITORS DID NOT DISPLAY FLIGHT),4,9,Promoters,4,4,4,5,4,Male,25-34,"$150,000 or higher",No,No,English
1840,TURKISH AIRLINES,International,Middle East,Conference,Van,NA,4,7,Passives,NA,4,2,4,3,Male,45-54,Other Currency,No,Yes,English
1841,TURKISH AIRLINES,International,Middle East,Moving,Dropped off,NA,5,9,Promoters,5,5,4,5,5,Female,45-54,"$50,000-$100,000",NA,No,English
1842,TURKISH AIRLINES,International,Middle East,Vacation,Dropped off,NA,4,5,Detractors,NA,3,4,3,3,Female,55-64,NA,NA,No,English
1843,SOUTHWEST,Domestic Peak,U.S. West,Vacation,Uber/Lyft,NA,4,9,Promoters,3,NA,3,4,3,Female,25-34,"$100,001-$150,000",No,No,English
1844,TURKISH AIRLINES,International,Middle East,Vacation,Rental Car,NA,4,7,Passives,3,4,4,4,4,Male,35-44,"$50,000-$100,000",Yes,No,English
1845,TURKISH AIRLINES,International,Middle East,Vacation,Connect from another flight,NA,4,8,Passives,NA,NA,3,4,3,Male,55-64,"$50,000-$100,000",No,No,English
1846,TURKISH AIRLINES,International,Middle East,Business,Van,NA,4,9,Promoters,4,3,4,4,5,NA,35-44,"$50,000-$100,000",No,No,English
1847,SOUTHWEST,Domestic Peak,U.S. West,Visit friends,Uber/Lyft,NA,5,10,Promoters,2,2,5,5,4,Female,65 and over,NA,No,No,English
1848,TURKISH AIRLINES,International,Middle East,Vacation,Van,NA,4,9,Promoters,4,4,4,3,4,Male,55-64,"less than $50,000",No,No,English
1849,TURKISH AIRLINES,International,Middle East,Visit friends,Uber/Lyft,NA,5,10,Promoters,4,NA,5,5,5,Female,25-34,NA,NA,No,English
1850,SOUTHWEST,Domestic Peak,U.S. West,School event,Dropped off,NA,5,10,Promoters,5,3,5,5,5,Male,18-24,"$50,000-$100,000",No,No,English
1851,ALASKA,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,5,9,Promoters,NA,4,4,5,4,Male,25-34,"less than $50,000",No,No,English
1852,SOUTHWEST,Domestic Peak,U.S. West,Visit friends,Taxi,LONG WALK FOR A NEWSPAPER,5,9,Promoters,4,4,5,5,5,Male,55-64,"$100,001-$150,000",No,No,English
1853,ALASKA,Domestic Offpeak,U.S. West,Vacation,Train,NA,5,10,Promoters,3,NA,5,5,5,Male,65 and over,"less than $50,000",No,No,English
1854,SOUTHWEST,Domestic Peak,U.S. West,Visit friends,BART,NA,4,8,Passives,NA,NA,4,4,5,Male,18-24,"less than $50,000",No,No,English
1855,ALASKA,Domestic Offpeak,U.S. West,Vacation,Dropped off,NA,5,10,Promoters,NA,5,5,5,5,Female,18-24,"$50,000-$100,000",No,No,English
1856,ALASKA,Domestic Offpeak,U.S. West,School event,Dropped off,NA,4,9,Promoters,4,NA,4,5,4,Male,18-24,"less than $50,000",No,No,English
1857,ALASKA,Domestic Offpeak,U.S. West,Vacation,Hotel Shuttle,NA,3,7,Passives,3,NA,4,4,4,Male,65 and over,NA,No,No,English
1858,UNITED,Domestic Peak,U.S. West,Vacation,Hotel Shuttle,NA,3,8,Passives,NA,NA,3,4,3,Male,25-34,"$100,001-$150,000",No,No,English
1859,ALASKA,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,4,10,Promoters,NA,4,NA,5,5,Female,25-34,"$50,000-$100,000",No,No,English
1860,UNITED,Domestic Peak,U.S. West,Business,Connect from another flight,NA,3,7,Passives,2,3,3,4,3,Female,45-54,"$50,000-$100,000",No,No,English
1861,ALASKA,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,4,9,Promoters,4,4,4,5,4,Female,35-44,"$100,001-$150,000",No,Yes,English
1862,ALASKA,Domestic Offpeak,U.S. West,Vacation,Dropped off,NA,4,8,Passives,NA,NA,3,5,4,NA,NA,NA,NA,NA,English
1863,ALASKA,Domestic Offpeak,U.S. West,Vacation,Dropped off,NA,5,10,Promoters,NA,NA,5,5,5,Male,18-24,NA,No,No,English
1864,UNITED,Domestic Peak,U.S. West,Vacation,Uber/Lyft,NA,2,2,Detractors,3,3,5,4,3,Female,25-34,"$50,000-$100,000",No,No,English
1865,ALASKA,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,4,6,Detractors,4,4,5,4,5,Female,35-44,"$100,001-$150,000",NA,No,English
1866,ALASKA,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,TRYIN TO FIND INFO BOARD SHOWING A LAYOUT OF THE TERMINAL,3,5,Detractors,2,2,3,3,3,NA,25-34,NA,NA,No,English
1867,UNITED,Domestic Peak,U.S. West,Vacation,Uber/Lyft,NA,4,9,Promoters,3,3,4,4,4,Female,35-44,NA,No,No,Spanish
1868,ALASKA,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,4,6,Detractors,3,3,4,5,4,Female,35-44,NA,No,No,English
1869,ALASKA,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,LONG SECURIT LINE HAD TO CHANGE TERMINAL FOR BOARDING PASS AND DO SECURITY LINE AGAIN,4,8,Passives,4,4,4,5,4,Male,35-44,"$150,000 or higher",No,NA,English
1870,UNITED,Domestic Peak,U.S. West,Wedding/funeral/graduation,Connect from another flight,NA,NA,8,Passives,NA,NA,NA,3,NA,Male,55-64,"$50,000-$100,000",NA,No,Spanish
1871,ALASKA,Domestic Offpeak,U.S. West,Vacation,Uber/Lyft,NO GATE NUMBER ON MOBILE BOARDING PASS - BUT CHECKE MONITORS.,3,8,Passives,3,2,4,5,4,Female,25-34,"$50,000-$100,000",No,No,English
1872,ALASKA,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,4,8,Passives,3,3,4,5,4,Female,18-24,"less than $50,000",No,No,English
1873,UNITED,Domestic Peak,U.S. East,Vacation,Connect from another flight,NA,4,10,Promoters,4,4,4,5,4,Female,25-34,"$100,001-$150,000",NA,No,English
1874,AMERICAN,Domestic Peak,U.S. Midwest,Visit friends,Uber/Lyft,NA,NA,10,Promoters,NA,NA,3,5,3,Female,55-64,"$100,001-$150,000",No,No,English
1875,AMERICAN,Domestic Peak,U.S. Midwest,Vacation,Airport Bus,NA,4,11,NA,4,4,5,5,5,NA,NA,NA,NA,NA,English
1876,SINGAPORE AIRLINES,International,Asia,Visit friends,Dropped off,NA,4,9,Promoters,4,4,4,4,4,Female,45-54,NA,No,No,English
1877,UNITED,Domestic Peak,U.S. East,Business,Uber/Lyft,NA,4,8,Passives,4,4,4,5,4,Female,45-54,"$150,000 or higher",No,No,English
1878,SINGAPORE AIRLINES,International,Asia,Vacation,Uber/Lyft,NA,4,10,Promoters,4,4,4,4,4,Male,35-44,NA,No,NA,English
1879,UNITED,Domestic Peak,U.S. East,Business,Connect from another flight,NA,5,10,Promoters,5,5,3,5,4,Female,35-44,"$50,000-$100,000",No,No,English
1880,UNITED,Domestic Peak,U.S. East,Wedding/funeral/graduation,Uber/Lyft,NA,4,4,Detractors,3,3,3,4,3,Female,35-44,"$150,000 or higher",No,No,English
1881,SINGAPORE AIRLINES,International,Asia,Vacation,Rental Car,NA,5,9,Promoters,4,4,5,5,5,Female,25-34,NA,NA,NA,English
1882,SINGAPORE AIRLINES,International,Asia,Vacation,Dropped off,NA,5,10,Promoters,4,4,5,5,5,Female,25-34,NA,NA,No,English
1883,UNITED,Domestic Peak,U.S. East,Visit friends,BART,NA,4,10,Promoters,4,4,4,5,5,Male,18-24,"less than $50,000",No,No,English
1884,SINGAPORE AIRLINES,International,Asia,Vacation,Uber/Lyft,NA,5,8,Passives,5,4,5,5,5,Female,25-34,"less than $50,000",No,NA,English
1885,SINGAPORE AIRLINES,International,Asia,Visit friends,Dropped off,NA,5,9,Promoters,4,4,5,5,5,Male,35-44,"$100,001-$150,000",No,No,English
1886,SINGAPORE AIRLINES,International,Asia,Vacation,Drove,NA,5,10,Promoters,4,5,5,5,5,Male,55-64,"$50,000-$100,000",No,No,English
1887,UNITED,Domestic Peak,U.S. East,Business,Drove,NA,3,9,Promoters,3,3,3,3,4,Male,45-54,"$150,000 or higher",Yes,No,English
1888,SINGAPORE AIRLINES,International,Asia,Business,Rental Car,NA,4,9,Promoters,3,4,4,4,4,Male,25-34,"$150,000 or higher",Yes,NA,English
1889,SINGAPORE AIRLINES,International,Asia,Business,Drove,NA,4,7,Passives,2,3,3,5,5,Male,35-44,NA,No,NA,English
1890,UNITED,Domestic Peak,U.S. East,Visit friends,Uber/Lyft,NA,NA,8,Passives,NA,3,4,5,4,Male,65 and over,"$50,000-$100,000",No,No,English
1891,SINGAPORE AIRLINES,International,Asia,Business,Taxi,NA,4,8,Passives,4,3,3,4,4,Female,35-44,"$50,000-$100,000",NA,No,English
1892,SINGAPORE AIRLINES,International,Asia,Business,Rental Car,NA,4,9,Promoters,3,2,4,4,5,Male,35-44,NA,Yes,No,English
1893,LUFTHANSA,International,Europe,Vacation,Dropped off,NA,3,7,Passives,3,3,4,5,4,Female,18-24,NA,No,No,English
1894,LUFTHANSA,International,Europe,Business,BART,NA,4,10,Promoters,3,3,5,5,4,Female,25-34,"less than $50,000",NA,No,English
1895,LUFTHANSA,International,Europe,Business,BART,NA,4,7,Passives,NA,NA,4,5,4,Male,25-34,"$50,000-$100,000",No,No,English
1896,UNITED,Domestic Peak,U.S. East,Vacation,Uber/Lyft,NA,5,9,Promoters,5,NA,4,4,4,Male,45-54,NA,No,No,English
1897,LUFTHANSA,International,Europe,Business,Uber/Lyft,NA,3,6,Detractors,3,3,3,3,2,NA,45-54,"$50,000-$100,000",No,No,English
1898,LUFTHANSA,International,Europe,Visit friends,Dropped off,NA,3,3,Detractors,3,3,2,3,2,Male,25-34,"less than $50,000",No,No,English
1899,LUFTHANSA,International,Europe,Visit friends,Dropped off,NA,4,10,Promoters,NA,3,3,4,4,Female,18-24,NA,NA,NA,English
1900,UNITED,Domestic Peak,U.S. East,Visit friends,Drove,NA,4,8,Passives,4,4,4,5,4,Female,45-54,"$150,000 or higher",No,No,English
1901,LUFTHANSA,International,Europe,Vacation,Rental Car,NA,4,10,Promoters,NA,NA,5,4,5,Female,25-34,"less than $50,000",No,No,English
1902,LUFTHANSA,International,Europe,Conference,Van,TOO LONG SECURITY INSPECTION LINE,4,8,Passives,3,3,4,4,4,Male,25-34,"$50,000-$100,000",No,No,English
1903,LUFTHANSA,International,Europe,Other,Connect from another flight,AIRLINE SHOULD BE BETTER EQUIPED AND LUATIC,NA,5,Detractors,4,3,2,4,3,Male,25-34,NA,No,No,English
1904,UNITED,Domestic Peak,U.S. East,Visit friends,BART,NA,4,8,Passives,3,3,5,3,4,Female,25-34,"less than $50,000",No,No,English
1905,LUFTHANSA,International,Europe,Vacation,Dropped off,NA,4,7,Passives,4,NA,4,3,4,Male,25-34,"$50,000-$100,000",NA,No,English
1906,LUFTHANSA,International,Europe,Business,Connect from another flight,NA,3,7,Passives,3,3,3,3,3,Female,35-44,"$100,001-$150,000",Yes,NA,English
1907,LUFTHANSA,International,Europe,Vacation,Rental Car,NA,4,8,Passives,4,4,4,5,4,Male,25-34,"less than $50,000",No,No,English
1908,UNITED,Domestic Peak,U.S. East,Visit friends,BART,NA,4,10,Promoters,4,4,5,5,5,Female,25-34,"less than $50,000",No,No,English
1909,UNITED,Domestic Peak,U.S. East,Visit friends,Dropped off,NA,5,6,Detractors,3,4,5,4,5,Female,65 and over,"$150,000 or higher",No,No,English
1910,AIR FRANCE/KLM,International,Europe,Vacation,Uber/Lyft,NA,5,9,Promoters,4,4,4,3,4,Female,25-34,"$150,000 or higher",NA,No,English
1911,AIR FRANCE/KLM,International,Europe,Visit friends,Airport Bus,TSA - VER DISRUPTIVE(FROM 12A) ; TSA IS NOT EFFICIENT AND IS TOO DISRUPTIVE. NEED TO SIMPLIFY AND FOCUS ON RISKS.,3,7,Passives,2,3,4,3,3,Male,65 and over,"$100,001-$150,000",NA,No,English
1912,AIR FRANCE/KLM,International,Europe,Visit friends,Connect from another flight,NA,3,11,NA,3,3,3,3,3,Female,45-54,NA,NA,No,English
1913,AIR FRANCE/KLM,International,Europe,Business,Taxi,NA,4,10,Promoters,3,3,5,5,5,Male,45-54,"$100,001-$150,000",No,No,English
1914,AIR FRANCE/KLM,International,Europe,Vacation,Hotel Shuttle,NA,4,9,Promoters,5,NA,3,5,4,Female,65 and over,"$100,001-$150,000",No,No,English
1915,AIR FRANCE/KLM,International,Europe,Vacation,Rental Car,NA,4,8,Passives,3,3,4,4,4,Male,55-64,"$50,000-$100,000",No,No,English
1916,AIR FRANCE/KLM,International,Europe,Business,Connect from another flight,NA,3,6,Detractors,3,3,3,4,4,Female,NA,NA,No,No,English
1917,AIR FRANCE/KLM,International,Europe,Vacation,Uber/Lyft,NA,4,9,Promoters,4,3,4,4,5,Female,25-34,"$50,000-$100,000",NA,No,English
1918,AIR FRANCE/KLM,International,Europe,Vacation,Rental Car,NA,NA,9,Promoters,4,3,5,NA,NA,Female,25-34,"less than $50,000",Yes,No,English
1919,AIR FRANCE/KLM,International,Europe,Business,Taxi,DIITAL CHECK IN NOT WORKIN,4,9,Promoters,4,4,3,5,3,Male,35-44,"less than $50,000",No,No,English
1920,AIR FRANCE/KLM,International,Europe,Vacation,Dropped off,NA,4,7,Passives,4,4,4,4,4,Female,45-54,"$150,000 or higher",No,NA,English
1921,AIR FRANCE/KLM,International,Europe,Vacation,Dropped off,NA,4,7,Passives,3,3,5,5,5,Male,NA,NA,NA,No,English
1922,AIR FRANCE/KLM,International,Europe,Business,Uber/Lyft,NA,4,8,Passives,3,3,3,3,3,Male,45-54,"$100,001-$150,000",No,No,English
1923,AIR FRANCE/KLM,International,Europe,Vacation,Hotel Shuttle,NA,4,10,Promoters,4,3,5,5,5,Female,18-24,"less than $50,000",NA,No,English
1924,AIR FRANCE/KLM,International,Europe,Vacation,BART,NA,4,7,Passives,NA,2,5,4,4,Female,45-54,"less than $50,000",No,No,English
1925,AIR FRANCE/KLM,International,Europe,Vacation,Dropped off,"NEW ELECTRONIC RULES WERE NOT CLEAR, CAUSINGDELAYS 7 FORCED REPACKING OF BAGS",4,8,Passives,3,3,4,5,4,Female,35-44,"$150,000 or higher",No,No,English
1926,AIR FRANCE/KLM,International,Europe,Vacation,Dropped off,NA,4,5,Detractors,3,3,2,4,3,Female,45-54,"$50,000-$100,000",No,No,English
1927,AIR FRANCE/KLM,International,Europe,Vacation,Dropped off,NA,4,9,Promoters,3,4,5,5,5,Female,35-44,"$50,000-$100,000",No,No,English
1928,AIR FRANCE/KLM,International,Europe,Conference,Drove,NA,4,8,Passives,5,5,4,4,4,Male,25-34,"less than $50,000",No,No,English
1929,AIR FRANCE/KLM,International,Europe,Vacation,Hotel Shuttle,NA,3,5,Detractors,NA,3,3,4,3,Male,35-44,"$150,000 or higher",No,No,English
1930,AIR FRANCE/KLM,International,Europe,Vacation,Dropped off,NA,4,8,Passives,4,4,4,4,4,Male,25-34,NA,No,No,English
1931,AIR FRANCE/KLM,International,Europe,Vacation,Uber/Lyft,NA,4,10,Promoters,4,4,NA,5,4,Male,55-64,"$100,001-$150,000",No,No,English
1932,AIR FRANCE/KLM,International,Europe,Vacation,Rental Car,NA,NA,8,Passives,4,NA,NA,5,4,Male,25-34,NA,No,No,English
1933,AIR FRANCE/KLM,International,Europe,Vacation,Rental Car,NA,4,8,Passives,NA,NA,5,5,5,Female,35-44,Other Currency,No,No,English
1934,AIR FRANCE/KLM,International,Europe,Vacation,Rental Car,NA,4,9,Promoters,3,3,5,5,5,Male,55-64,"$50,000-$100,000",No,No,English
1935,AIR FRANCE/KLM,International,Europe,Vacation,Uber/Lyft,NA,4,9,Promoters,3,3,4,5,4,Male,35-44,"$150,000 or higher",No,No,English
1936,UNITED,Domestic Peak,U.S. East,Vacation,Drove,NA,NA,8,Passives,4,4,4,5,4,Male,45-54,"$150,000 or higher",No,No,English
1937,AIR FRANCE/KLM,International,Europe,Vacation,Dropped off,NA,4,8,Passives,3,NA,4,4,4,Female,65 and over,"$50,000-$100,000",No,NA,English
1938,UNITED,Domestic Peak,U.S. East,Vacation,Drove,NA,5,9,Promoters,5,5,5,5,5,Male,55-64,"$150,000 or higher",No,No,English
1939,AIR FRANCE/KLM,International,Europe,Vacation,Uber/Lyft,NA,5,8,Passives,4,4,3,4,4,Female,18-24,"less than $50,000",No,No,English
1940,AIR FRANCE/KLM,International,Europe,Vacation,Uber/Lyft,NA,4,9,Promoters,3,3,2,4,3,Female,45-54,"$100,001-$150,000",No,No,English
1941,AIR FRANCE/KLM,International,Europe,Vacation,Uber/Lyft,NA,3,6,Detractors,3,3,3,4,3,Male,65 and over,"less than $50,000",No,No,English
1942,UNITED,Domestic Peak,U.S. East,Visit friends,Van,NA,4,10,Promoters,5,5,3,4,4,Female,25-34,"less than $50,000",No,No,English
1943,AIR FRANCE/KLM,International,Europe,Vacation,Hotel Shuttle,ALMOST EVERYTHING IS WRITTEN IN ENGLISH ONLY. NOT EASY FOR FOREIGN TRAVELERS.,3,7,Passives,2,2,4,5,4,Male,25-34,"$50,000-$100,000",No,No,English
1944,AIR FRANCE/KLM,International,Europe,Business,Uber/Lyft,"FLEW DELTA, PROVIDER AIR FRANCE. DID NOT KNOW WHETHER I SHOULD GO TO DELTA OR AIR FRANCE.",4,8,Passives,4,4,4,4,4,Female,35-44,NA,NA,No,English
1945,UNITED,Domestic Peak,U.S. East,Vacation,Van,NA,4,10,Promoters,5,5,4,5,4,Female,55-64,NA,No,No,English
1946,AIR FRANCE/KLM,International,Europe,Vacation,Rental Car,NA,3,6,Detractors,3,3,5,5,5,Male,25-34,"less than $50,000",No,No,English
1947,AIR FRANCE/KLM,International,Europe,Vacation,Drove,NA,4,9,Promoters,3,3,4,5,4,Female,45-54,"$150,000 or higher",No,No,English
1948,UNITED,Domestic Peak,U.S. East,Vacation,Uber/Lyft,CHECKING LUGGAGE AT KIOSK WAS A PROBLEM - KIOSK BROKEN,3,10,Promoters,3,3,4,3,4,Female,55-64,NA,No,No,English
1949,AIR FRANCE/KLM,International,Europe,Vacation,Dropped off,NA,4,8,Passives,3,3,3,4,4,Female,18-24,"$50,000-$100,000",NA,No,English
1950,AIR FRANCE/KLM,International,Europe,Business,Rental Car,NA,4,8,Passives,3,3,5,3,4,Male,45-54,NA,No,No,English
1951,AIR FRANCE/KLM,International,Europe,Vacation,BART,NA,3,5,Detractors,3,3,4,5,5,Male,25-34,"less than $50,000",No,No,English
1952,UNITED,Domestic Peak,U.S. East,Business,Drove,NA,4,8,Passives,3,3,3,5,4,Male,55-64,"$150,000 or higher",No,No,English
1953,AIR FRANCE/KLM,International,Europe,Vacation,Van,NA,5,10,Promoters,4,4,4,4,5,Female,65 and over,"$50,000-$100,000",No,No,English
1954,AIR FRANCE/KLM,International,Europe,Vacation,Taxi,NA,5,10,Promoters,5,NA,5,5,5,Male,55-64,"$50,000-$100,000",No,No,English
1955,AIR FRANCE/KLM,International,Europe,Vacation,Uber/Lyft,NA,4,10,Promoters,3,3,4,4,4,Male,25-34,"less than $50,000",No,No,English
1956,UNITED,Domestic Peak,U.S. East,Vacation,Uber/Lyft,NA,4,9,Promoters,3,3,3,4,4,Male,65 and over,NA,No,No,English
1957,CATHAY PACIFIC,International,Asia,Visit friends,Dropped off,NA,4,8,Passives,NA,NA,3,3,4,Female,55-64,"less than $50,000",No,No,English
1958,CATHAY PACIFIC,International,Asia,Vacation,Drove,NA,4,8,Passives,NA,3,3,4,4,Female,65 and over,"$100,001-$150,000",No,No,English
1959,UNITED,Domestic Peak,U.S. East,Vacation,Connect from another flight,NA,4,10,Promoters,4,NA,4,5,4,Female,55-64,NA,No,No,English
1960,CATHAY PACIFIC,International,Asia,Vacation,Uber/Lyft,NA,3,9,Promoters,3,2,3,3,4,Female,18-24,NA,NA,No,English
1961,CATHAY PACIFIC,International,Asia,Visit friends,Connect from another flight,NA,3,6,Detractors,4,4,2,4,4,Male,55-64,"$50,000-$100,000",No,No,English
1962,UNITED,Domestic Peak,U.S. East,Vacation,Connect from another flight,NA,NA,11,NA,NA,NA,4,5,4,NA,NA,NA,NA,NA,English
1963,CATHAY PACIFIC,International,Asia,Wedding/funeral/graduation,Uber/Lyft,NA,4,8,Passives,3,4,3,4,3,Male,45-54,"$150,000 or higher",Yes,No,English
1964,CATHAY PACIFIC,International,Asia,Vacation,Connect from another flight,NA,4,9,Promoters,4,4,5,4,5,Male,65 and over,"$150,000 or higher",No,No,English
1965,CATHAY PACIFIC,International,Asia,Vacation,Dropped off,NA,4,7,Passives,4,3,3,4,4,Male,25-34,"$50,000-$100,000",No,No,English
1966,UNITED,Domestic Peak,U.S. East,Visit friends,Connect from another flight,NA,5,10,Promoters,4,NA,NA,4,5,Male,55-64,"$50,000-$100,000",No,No,English
1967,CATHAY PACIFIC,International,Asia,Vacation,Rental Car,NA,3,3,Detractors,2,2,2,3,3,Female,25-34,NA,Yes,No,English
1968,CATHAY PACIFIC,International,Asia,Visit friends,Uber/Lyft,NA,4,8,Passives,3,3,4,4,4,Female,18-24,NA,Yes,No,English
1969,CATHAY PACIFIC,International,Asia,Visit friends,Connect from another flight,NA,4,7,Passives,NA,NA,3,5,4,Male,65 and over,"$50,000-$100,000",No,No,English
1970,CATHAY PACIFIC,International,Asia,Vacation,Dropped off,NA,4,10,Promoters,NA,4,5,5,5,Female,55-64,Other Currency,NA,No,Chinese
1971,UNITED,Domestic Peak,U.S. East,Vacation,Uber/Lyft,NA,5,10,Promoters,4,4,3,5,4,Female,18-24,"less than $50,000",No,NA,English
1972,UNITED,Domestic Peak,U.S. East,Business,Uber/Lyft,NA,4,9,Promoters,3,3,5,5,5,Male,35-44,"$100,001-$150,000",No,No,English
1973,CATHAY PACIFIC,International,Asia,Vacation,Dropped off,TRANSLATE,5,0,Detractors,4,NA,5,5,5,Female,65 and over,"$100,001-$150,000",No,No,Chinese
1974,UNITED,Domestic Peak,U.S. East,Business,Uber/Lyft,NA,4,7,Passives,3,3,4,5,4,Male,35-44,"$150,000 or higher",No,No,English
1975,CATHAY PACIFIC,International,Asia,School event,Connect from another flight,NA,4,8,Passives,3,3,4,5,4,Male,18-24,NA,No,No,Chinese
1976,UNITED,Domestic Peak,U.S. East,Vacation,Rental Car,NA,4,8,Passives,4,3,4,4,4,Male,55-64,"$150,000 or higher",No,Yes,English
1977,CATHAY PACIFIC,International,Asia,Visit friends,Dropped off,NA,4,10,Promoters,3,4,4,4,4,Female,35-44,"$50,000-$100,000",NA,No,Chinese
1978,UNITED,Domestic Peak,U.S. East,Visit friends,Connect from another flight,NA,5,11,NA,5,5,5,4,5,Female,18-24,"less than $50,000",NA,NA,English
1979,CATHAY PACIFIC,International,Asia,Visit friends,Taxi,NA,4,8,Passives,3,3,3,5,4,Female,45-54,"$50,000-$100,000",No,No,Chinese
1980,CATHAY PACIFIC,International,Asia,Visit friends,Uber/Lyft,NA,4,5,Detractors,3,4,5,5,5,Female,55-64,"$50,000-$100,000",NA,No,Chinese
1981,AIR FRANCE/KLM,International,Europe,Vacation,Dropped off,NA,5,9,Promoters,5,5,4,4,5,Female,55-64,"$50,000-$100,000",Yes,Yes,English
1982,AIR FRANCE/KLM,International,Europe,Vacation,Van,NA,3,4,Detractors,3,3,3,4,3,Male,45-54,"$150,000 or higher",Yes,No,English
1983,UNITED,Domestic Peak,U.S. East,Visit friends,Dropped off,NA,NA,10,Promoters,NA,NA,5,5,NA,Female,65 and over,NA,No,No,English
1984,AIR FRANCE/KLM,International,Europe,Vacation,Rental Car,NA,2,3,Detractors,2,3,3,3,3,Male,55-64,Other Currency,Yes,No,English
1985,UNITED,Domestic Peak,U.S. East,Business,Connect from another flight,NA,NA,8,Passives,NA,NA,5,5,5,Female,45-54,"$50,000-$100,000",No,No,English
1986,AIR FRANCE/KLM,International,Europe,Vacation,Uber/Lyft,NA,4,7,Passives,3,3,3,4,3,Female,45-54,NA,No,No,English
1987,AIR FRANCE/KLM,International,Europe,Vacation,Uber/Lyft,NA,3,6,Detractors,3,NA,2,3,3,Male,45-54,NA,Yes,NA,English
1988,AIR FRANCE/KLM,International,Europe,Vacation,Taxi,NA,4,9,Promoters,4,4,4,5,4,Female,65 and over,"$100,001-$150,000",No,No,English
1989,UNITED,Domestic Peak,U.S. East,Business,Uber/Lyft,NA,5,10,Promoters,4,5,4,5,5,Male,55-64,"$150,000 or higher",No,Yes,English
1990,AIR FRANCE/KLM,International,Europe,Vacation,Dropped off,7 SAID KLM BUT IT WAS ACTUALLY AT A-8.,3,5,Detractors,3,3,2,3,3,Female,65 and over,"$150,000 or higher",No,No,English
1991,UNITED,Domestic Peak,U.S. East,Vacation,Uber/Lyft,NA,4,10,Promoters,5,4,4,5,4,Male,45-54,"$150,000 or higher",No,No,English
1992,AIR FRANCE/KLM,International,Europe,Business,Dropped off,CROWDING AND ELEING AT GATE 8.,3,8,Passives,3,3,3,5,3,Male,25-34,"$150,000 or higher",Yes,No,English
1993,UNITED,Domestic Peak,U.S. East,Business,Dropped off,NA,4,10,Promoters,4,NA,4,5,5,Male,45-54,"$150,000 or higher",No,No,English
1994,UNITED,Domestic Peak,U.S. East,Vacation,Uber/Lyft,NA,4,9,Promoters,4,4,4,5,4,Male,25-34,"$150,000 or higher",No,No,English
1995,UNITED,Domestic Peak,U.S. East,Business,Uber/Lyft,NA,3,7,Passives,3,3,3,4,3,NA,NA,NA,NA,NA,English
1996,UNITED,Domestic Peak,U.S. East,Visit friends,Limo,NA,4,10,Promoters,4,4,5,5,5,Female,65 and over,"$150,000 or higher",Yes,Yes,English
1997,UNITED,Domestic Peak,U.S. East,Visit friends,Connect from another flight,NA,4,8,Passives,4,4,4,5,4,Male,18-24,"less than $50,000",No,No,English
1998,UNITED,Domestic Peak,U.S. East,Business,Uber/Lyft,NA,3,7,Passives,3,NA,NA,4,NA,Female,25-34,NA,No,Yes,English
1999,UNITED,Domestic Peak,U.S. East,Business,Connect from another flight,NA,4,9,Promoters,4,4,4,5,5,Male,45-54,"$150,000 or higher",Yes,No,Chinese
2000,UNITED,Domestic Peak,U.S. East,Business,Uber/Lyft,NA,5,11,NA,1,NA,3,5,5,NA,65 and over,"$150,000 or higher",Yes,NA,English
2001,AIR FRANCE/KLM,International,Europe,Vacation,Rental Car,NA,4,8,Passives,NA,4,4,5,4,Male,35-44,"$50,000-$100,000",No,No,English
2002,AIR FRANCE/KLM,International,Europe,Vacation,Hotel Shuttle,NA,5,9,Promoters,3,NA,4,5,4,Female,65 and over,"$150,000 or higher",No,No,English
2003,AIR FRANCE/KLM,International,Europe,Vacation,Rental Car,NA,5,8,Passives,NA,4,5,3,5,Female,45-54,"$50,000-$100,000",NA,No,English
2004,UNITED,Domestic Peak,U.S. East,Visit friends,Van,NA,5,10,Promoters,3,3,4,4,4,Male,65 and over,NA,NA,No,English
2005,AIR FRANCE/KLM,International,Europe,Vacation,Uber/Lyft,NA,3,5,Detractors,2,3,4,4,5,Female,18-24,"less than $50,000",NA,No,English
2006,AIR FRANCE/KLM,International,Europe,Business,Dropped off,NA,4,8,Passives,3,3,4,5,4,Female,35-44,NA,No,No,English
